feature,pinball_degradation
t10y3m_spread,0.00026019057
hy_ccc_spread,0.00018085493
t10y2y_spread,0.00011902349
industrial_production,7.442944e-05
corp_bond_spread,6.534532e-05
consumer_confidence,6.521912e-05
epu_index,4.0233135e-05
nonfarm_payrolls,2.6401132e-05
fed_funds,2.592802e-05
capacity_utilization,1.95764e-05
pce_price_index,1.1571217e-05
retail_sales,1.0169577e-05
returns,6.575603e-06
unemployment_rate,1.4505349e-06
durable_orders,-1.1028722e-05
housing_starts,-1.1090189e-05
building_permits,-4.2470638e-05
