feature,pinball_degradation
building_permits,1.666625e-05
retail_sales,9.0757385e-06
t10y3m_spread,8.174451e-06
industrial_production,7.542083e-06
capacity_utilization,7.2608236e-06
housing_starts,6.6021457e-06
epu_index,3.613066e-06
fed_funds,2.7532224e-06
durable_orders,1.9520521e-06
consumer_confidence,1.7159618e-06
t10y2y_spread,1.6384292e-06
pce_price_index,7.4412674e-07
unemployment_rate,1.4994293e-07
nonfarm_payrolls,1.2875535e-07
hy_ccc_spread,-1.8251594e-06
returns,-1.8891878e-06
corp_bond_spread,-3.054738e-06
