feature,pinball_degradation
t10y3m_spread,3.2661716e-05
industrial_production,2.3772707e-05
pce_price_index,2.2649765e-05
consumer_confidence,2.1838583e-05
building_permits,2.1344284e-05
retail_sales,1.3877172e-05
t10y2y_spread,3.6836136e-06
returns,2.0060688e-06
unemployment_rate,5.34812e-07
fed_funds,2.6333146e-07
hy_ccc_spread,-2.0328443e-06
housing_starts,-3.906898e-06
durable_orders,-3.9737206e-06
nonfarm_payrolls,-4.0836167e-06
capacity_utilization,-1.15328e-05
corp_bond_spread,-1.3900222e-05
epu_index,-1.6250415e-05
