feature,pinball_degradation
epu_index,9.538885e-05
retail_sales,9.370223e-05
unemployment_rate,7.55284e-05
durable_orders,6.540399e-05
industrial_production,5.7133846e-05
nonfarm_payrolls,5.64754e-05
corp_bond_spread,4.8211776e-05
consumer_confidence,3.996305e-05
housing_starts,2.7040951e-05
building_permits,2.549775e-05
t10y3m_spread,1.8260442e-05
t10y2y_spread,9.728596e-06
pce_price_index,8.298084e-06
returns,-9.49949e-08
hy_ccc_spread,-5.6046993e-06
fed_funds,-1.3999641e-05
capacity_utilization,-4.3058768e-05
