feature,pinball_degradation
corp_bond_spread,0.00010111299
consumer_confidence,5.577947e-05
housing_starts,3.471726e-05
hy_ccc_spread,3.34247e-05
t10y3m_spread,3.1069154e-05
retail_sales,2.8866227e-05
durable_orders,2.531195e-05
pce_price_index,2.3324043e-05
t10y2y_spread,8.997042e-06
fed_funds,7.793424e-06
building_permits,5.4545235e-06
unemployment_rate,4.010508e-06
nonfarm_payrolls,-6.7509245e-07
capacity_utilization,-9.476906e-06
returns,-2.0497479e-05
epu_index,-2.649217e-05
industrial_production,-4.6604662e-05
