feature,pinball_degradation
capacity_utilization,1.7080922e-05
retail_sales,1.0308344e-05
corp_bond_spread,9.182375e-06
consumer_confidence,5.1986426e-06
durable_orders,4.915986e-06
returns,3.933441e-06
pce_price_index,7.9674646e-07
t10y3m_spread,-2.4586916e-07
building_permits,-3.8142316e-06
unemployment_rate,-4.8712827e-06
housing_starts,-6.6612847e-06
hy_ccc_spread,-7.5618736e-06
epu_index,-1.6564038e-05
t10y2y_spread,-2.4689827e-05
fed_funds,-2.8123613e-05
nonfarm_payrolls,-2.8341543e-05
industrial_production,-3.7783757e-05
