feature,pinball_degradation
corp_bond_spread,0.0005152896
t10y2y_spread,0.00036508963
capacity_utilization,8.7596476e-05
unemployment_rate,8.450076e-05
industrial_production,4.029274e-05
retail_sales,2.2713095e-05
hy_ccc_spread,2.0250678e-05
nonfarm_payrolls,-1.2587756e-05
building_permits,-3.2056123e-05
durable_orders,-4.4386834e-05
returns,-4.9021095e-05
epu_index,-8.5588545e-05
t10y3m_spread,-0.000101946294
housing_starts,-0.00014566258
pce_price_index,-0.00021322444
fed_funds,-0.00034512952
consumer_confidence,-0.0004237853
