feature,pinball_degradation
building_permits,0.003417343
housing_starts,0.0033548549
hy_ccc_spread,0.002965577
retail_sales,0.0029569045
capacity_utilization,0.0028726757
unemployment_rate,0.0023723543
industrial_production,0.0019881353
corp_bond_spread,0.0015805736
nonfarm_payrolls,0.001517497
t10y2y_spread,0.000432916
consumer_confidence,0.00017818809
pce_price_index,7.3239207e-06
returns,-0.000120289624
fed_funds,-0.00033616275
durable_orders,-0.0005083978
epu_index,-0.0014366284
t10y3m_spread,-0.002761431
