feature,pinball_degradation
durable_orders,0.0027279854
epu_index,0.0024077483
retail_sales,0.0017348174
pce_price_index,0.00087817013
industrial_production,0.0008003358
fed_funds,0.00064308755
unemployment_rate,0.00023543835
capacity_utilization,5.67846e-05
hy_ccc_spread,-0.00023631565
t10y3m_spread,-0.00048032403
building_permits,-0.0005916413
returns,-0.00066233426
corp_bond_spread,-0.00086416677
consumer_confidence,-0.0009201914
t10y2y_spread,-0.0010415092
nonfarm_payrolls,-0.0012615323
housing_starts,-0.0013200827
