feature,pinball_degradation
consumer_confidence,7.6424796e-05
hy_ccc_spread,4.3795444e-05
nonfarm_payrolls,3.4713186e-05
returns,1.7106533e-05
corp_bond_spread,1.1733733e-05
unemployment_rate,5.2344985e-06
epu_index,-1.6455539e-05
retail_sales,-3.7206337e-05
t10y2y_spread,-7.766066e-05
pce_price_index,-8.325605e-05
fed_funds,-0.00011785049
industrial_production,-0.00014837785
capacity_utilization,-0.00015510945
housing_starts,-0.00015956303
t10y3m_spread,-0.00017122319
durable_orders,-0.0002513267
building_permits,-0.00025293976
