feature,pinball_degradation
epu_index,2.7141534e-05
hy_ccc_spread,1.4648307e-05
capacity_utilization,6.336719e-06
fed_funds,5.0612725e-06
pce_price_index,2.7846545e-06
returns,2.0521693e-06
housing_starts,6.9569796e-07
unemployment_rate,1.8812716e-07
nonfarm_payrolls,-5.8673322e-08
durable_orders,-9.057112e-07
t10y2y_spread,-5.2964315e-06
corp_bond_spread,-9.4221905e-06
industrial_production,-1.6999431e-05
building_permits,-2.1779444e-05
t10y3m_spread,-2.1992251e-05
retail_sales,-2.968032e-05
consumer_confidence,-3.017066e-05
