feature,pinball_degradation
durable_orders,2.1144748e-05
consumer_confidence,1.14142895e-05
t10y3m_spread,6.1690807e-06
fed_funds,4.157424e-06
industrial_production,2.7269125e-06
nonfarm_payrolls,2.3245811e-06
epu_index,-3.2782555e-07
returns,-1.0430813e-06
building_permits,-2.220273e-06
retail_sales,-2.4586916e-06
housing_starts,-5.1259995e-06
capacity_utilization,-9.670854e-06
pce_price_index,-1.116097e-05
unemployment_rate,-1.449883e-05
t10y2y_spread,-1.9431114e-05
corp_bond_spread,-2.2470951e-05
hy_ccc_spread,-2.8520823e-05
