feature,pinball_degradation
housing_starts,0.000102045946
unemployment_rate,1.6529812e-05
returns,5.5190176e-06
industrial_production,-1.4156103e-06
capacity_utilization,-5.753478e-06
t10y3m_spread,-1.3471348e-05
pce_price_index,-2.5786692e-05
nonfarm_payrolls,-2.8237933e-05
durable_orders,-2.9444695e-05
consumer_confidence,-5.383417e-05
epu_index,-6.309082e-05
t10y2y_spread,-6.7850575e-05
fed_funds,-0.000108176144
hy_ccc_spread,-0.000109761255
retail_sales,-0.0001324527
corp_bond_spread,-0.00016694074
building_permits,-0.0002230031
