feature,pinball_degradation
fed_funds,2.8280541e-05
capacity_utilization,1.5123747e-05
industrial_production,9.803101e-06
building_permits,5.3020194e-06
durable_orders,3.5883859e-06
unemployment_rate,3.3397228e-06
pce_price_index,2.4819747e-06
housing_starts,1.328066e-06
retail_sales,5.6717545e-07
nonfarm_payrolls,-1.5692785e-06
returns,-2.2007152e-06
epu_index,-6.458722e-06
consumer_confidence,-2.6949681e-05
hy_ccc_spread,-4.020147e-05
corp_bond_spread,-4.2365864e-05
t10y2y_spread,-4.3177977e-05
t10y3m_spread,-4.446227e-05
