feature,pinball_degradation
unemployment_rate,3.793533e-05
capacity_utilization,1.6506063e-05
hy_ccc_spread,1.1027092e-05
t10y2y_spread,9.462703e-06
pce_price_index,7.750001e-06
epu_index,3.3513643e-06
returns,3.053341e-06
housing_starts,1.2316741e-07
nonfarm_payrolls,-1.0083895e-06
building_permits,-2.1094456e-06
retail_sales,-3.4619588e-06
industrial_production,-4.614005e-06
t10y3m_spread,-5.892478e-06
consumer_confidence,-1.8254621e-05
durable_orders,-1.8744497e-05
corp_bond_spread,-3.355532e-05
fed_funds,-4.7872076e-05
