feature,pinball_degradation
corp_bond_spread,0.008531481
hy_ccc_spread,0.0035253959
building_permits,0.0009223134
fed_funds,0.00046190852
t10y2y_spread,0.0004454716
pce_price_index,0.0003886777
durable_orders,0.00034727203
consumer_confidence,0.00026950426
unemployment_rate,0.00025219098
industrial_production,0.00024890155
capacity_utilization,0.00023708539
retail_sales,8.972734e-05
nonfarm_payrolls,7.2206836e-05
returns,7.318333e-06
t10y3m_spread,-5.570799e-05
housing_starts,-5.9064943e-05
epu_index,-0.00010412419
