feature,pinball_degradation
fed_funds,0.00043144822
nonfarm_payrolls,0.00033278577
retail_sales,0.0003273636
unemployment_rate,0.00031306874
industrial_production,0.00017613266
returns,0.000121636316
t10y2y_spread,9.006448e-05
housing_starts,-9.925105e-05
hy_ccc_spread,-0.00014976226
building_permits,-0.00016954355
pce_price_index,-0.00018325076
consumer_confidence,-0.00021289289
t10y3m_spread,-0.00029360503
epu_index,-0.000354629
corp_bond_spread,-0.0012453073
capacity_utilization,-0.002467067
durable_orders,-0.0029716524
