feature,pinball_degradation
fed_funds,1.2659933e-05
building_permits,6.494811e-06
unemployment_rate,2.0000152e-07
t10y3m_spread,-6.6543e-07
nonfarm_payrolls,-8.34465e-07
retail_sales,-1.847744e-06
hy_ccc_spread,-2.8447248e-06
consumer_confidence,-4.302943e-06
corp_bond_spread,-6.4112246e-06
returns,-7.5348653e-06
industrial_production,-8.487143e-06
durable_orders,-1.2614764e-05
capacity_utilization,-1.40126795e-05
t10y2y_spread,-1.790491e-05
epu_index,-1.816731e-05
pce_price_index,-3.2656826e-05
housing_starts,-4.0601473e-05
