feature,pinball_degradation
industrial_production,7.98516e-05
retail_sales,5.454803e-05
nonfarm_payrolls,4.5401976e-05
hy_ccc_spread,2.737157e-05
corp_bond_spread,1.4169142e-05
durable_orders,1.4013145e-05
pce_price_index,1.0920223e-05
housing_starts,7.738825e-06
building_permits,7.568393e-06
epu_index,5.0668605e-06
t10y2y_spread,3.887806e-06
returns,-1.6489066e-06
fed_funds,-2.1490268e-06
t10y3m_spread,-3.058929e-06
unemployment_rate,-4.807953e-06
consumer_confidence,-2.0161271e-05
capacity_utilization,-3.448641e-05
