feature,pinball_degradation
hy_ccc_spread,2.271682e-05
nonfarm_payrolls,2.099108e-05
retail_sales,2.0123087e-05
building_permits,1.1426397e-05
capacity_utilization,9.545125e-06
pce_price_index,8.364208e-06
epu_index,5.878508e-06
housing_starts,5.0272793e-06
industrial_production,4.431233e-06
unemployment_rate,-2.0256266e-06
returns,-4.9965456e-06
fed_funds,-6.4279884e-06
corp_bond_spread,-6.493181e-06
t10y2y_spread,-8.983538e-06
t10y3m_spread,-1.26557425e-05
durable_orders,-2.799835e-05
consumer_confidence,-6.4373016e-05
