feature,pinball_degradation
retail_sales,6.232457e-05
corp_bond_spread,2.8646784e-05
hy_ccc_spread,2.16458e-05
housing_starts,1.304294e-05
consumer_confidence,1.197448e-05
building_permits,9.845709e-06
fed_funds,4.8521906e-06
epu_index,1.2137461e-06
pce_price_index,-6.579794e-07
nonfarm_payrolls,-6.1199535e-06
durable_orders,-7.3502306e-06
unemployment_rate,-1.0827556e-05
returns,-1.0888791e-05
capacity_utilization,-4.7147973e-05
t10y2y_spread,-5.2052317e-05
t10y3m_spread,-6.2325504e-05
industrial_production,-0.00012875628
