feature,pinball_degradation
consumer_confidence,0.005258221
retail_sales,0.0026425384
fed_funds,0.0020090677
durable_orders,0.00091381744
building_permits,0.00024381652
returns,-0.00043875352
t10y2y_spread,-0.00048673153
epu_index,-0.00075761974
housing_starts,-0.0015047677
pce_price_index,-0.0015718341
industrial_production,-0.0017567761
capacity_utilization,-0.0018525422
hy_ccc_spread,-0.0018971711
corp_bond_spread,-0.0023166575
t10y3m_spread,-0.0027845763
unemployment_rate,-0.0037402175
nonfarm_payrolls,-0.010601718
