feature,pinball_degradation
t10y2y_spread,4.760828e-05
epu_index,3.446173e-05
hy_ccc_spread,2.4408102e-05
unemployment_rate,1.590699e-05
capacity_utilization,1.3623387e-05
corp_bond_spread,1.2732111e-05
retail_sales,3.684312e-06
t10y3m_spread,3.5753474e-06
housing_starts,2.1457672e-06
building_permits,2.2724271e-07
pce_price_index,-4.437752e-06
returns,-8.705072e-06
fed_funds,-1.7610379e-05
industrial_production,-2.2668391e-05
durable_orders,-2.6077032e-05
nonfarm_payrolls,-3.3938326e-05
consumer_confidence,-3.4951605e-05
