feature,pinball_degradation
t10y2y_spread,5.4296106e-06
consumer_confidence,5.321577e-06
pce_price_index,1.8877909e-06
housing_starts,1.0663643e-06
returns,2.6170164e-07
fed_funds,-2.188608e-07
epu_index,-3.8929284e-07
retail_sales,-3.2549724e-06
nonfarm_payrolls,-4.4191256e-06
hy_ccc_spread,-4.780479e-06
unemployment_rate,-5.6428835e-06
capacity_utilization,-5.955808e-06
durable_orders,-7.437542e-06
industrial_production,-1.0447577e-05
corp_bond_spread,-1.1299737e-05
building_permits,-1.5336089e-05
t10y3m_spread,-1.5527941e-05
