feature,pinball_degradation
t10y2y_spread,0.0100279115
retail_sales,0.004968472
industrial_production,0.0016286224
corp_bond_spread,0.0016254745
durable_orders,0.0015165769
epu_index,0.00038376078
nonfarm_payrolls,0.00024823472
returns,9.700656e-06
consumer_confidence,-0.0008289702
building_permits,-0.0010644086
hy_ccc_spread,-0.0019761212
t10y3m_spread,-0.0026681498
pce_price_index,-0.0028035827
housing_starts,-0.0029177777
fed_funds,-0.0029658414
unemployment_rate,-0.0042105615
capacity_utilization,-0.0042717643
