feature,pinball_degradation
hy_ccc_spread,0.001329347
corp_bond_spread,0.0010266076
housing_starts,0.00067626266
epu_index,0.0005066511
unemployment_rate,0.00030778488
t10y2y_spread,9.682169e-05
capacity_utilization,6.0437247e-05
consumer_confidence,4.1815918e-05
fed_funds,4.009297e-05
building_permits,-6.080605e-06
industrial_production,-3.578374e-05
pce_price_index,-8.6169224e-05
durable_orders,-0.00013983599
nonfarm_payrolls,-0.00014615059
t10y3m_spread,-0.00016405457
retail_sales,-0.00022070459
returns,-0.0002558399
