feature,pinball_degradation
hy_ccc_spread,2.3164786e-05
epu_index,1.37032475e-05
corp_bond_spread,8.065952e-06
housing_starts,4.7083013e-06
t10y2y_spread,4.18094e-06
returns,9.590294e-07
capacity_utilization,-9.268988e-07
pce_price_index,-1.64425e-06
consumer_confidence,-3.8139988e-06
industrial_production,-6.618211e-06
t10y3m_spread,-6.783055e-06
fed_funds,-6.8184454e-06
retail_sales,-7.4522104e-06
durable_orders,-9.1444235e-06
unemployment_rate,-1.7060665e-05
nonfarm_payrolls,-1.7919112e-05
building_permits,-3.7459424e-05
