feature,pinball_degradation
unemployment_rate,5.8527337e-05
epu_index,4.632934e-05
nonfarm_payrolls,1.7519807e-05
fed_funds,1.2726756e-05
pce_price_index,1.21744815e-05
retail_sales,7.4796844e-06
t10y2y_spread,7.011462e-06
corp_bond_spread,3.1462405e-06
industrial_production,3.5134144e-07
t10y3m_spread,-7.064082e-07
capacity_utilization,-7.7462755e-07
returns,-2.7420465e-06
hy_ccc_spread,-1.4628051e-05
durable_orders,-1.9897241e-05
building_permits,-2.815877e-05
consumer_confidence,-3.1172065e-05
housing_starts,-4.6856236e-05
