feature,pinball_degradation
t10y3m_spread,4.0118117e-05
t10y2y_spread,-2.4777837e-06
returns,-9.586569e-06
unemployment_rate,-3.3708755e-05
industrial_production,-5.724607e-05
housing_starts,-6.222399e-05
pce_price_index,-0.00011017313
corp_bond_spread,-0.00012488011
consumer_confidence,-0.00020059431
building_permits,-0.00022607623
hy_ccc_spread,-0.00026196102
durable_orders,-0.0003323746
fed_funds,-0.00037540775
capacity_utilization,-0.00038326997
nonfarm_payrolls,-0.00046243053
retail_sales,-0.0004968601
epu_index,-0.0005725017
