feature,pinball_degradation
housing_starts,4.073046e-05
epu_index,3.321562e-05
pce_price_index,9.658746e-06
durable_orders,7.42916e-06
unemployment_rate,7.3229894e-06
building_permits,4.2570755e-06
retail_sales,3.603287e-06
industrial_production,2.9960647e-06
hy_ccc_spread,2.7837232e-06
fed_funds,-2.3189932e-07
corp_bond_spread,-3.262423e-06
returns,-3.828667e-06
nonfarm_payrolls,-4.3231994e-06
consumer_confidence,-1.0019168e-05
t10y2y_spread,-1.6051345e-05
capacity_utilization,-2.5830232e-05
t10y3m_spread,-3.197603e-05
