feature,pinball_degradation
t10y3m_spread,2.1809246e-05
fed_funds,1.3901852e-05
retail_sales,1.3754237e-05
building_permits,5.7765283e-06
returns,3.8421713e-06
pce_price_index,2.5290065e-06
corp_bond_spread,2.1760352e-06
hy_ccc_spread,7.4645504e-07
consumer_confidence,-2.8782524e-06
capacity_utilization,-6.2999316e-06
unemployment_rate,-9.6187e-06
housing_starts,-1.1695083e-05
industrial_production,-1.67978e-05
nonfarm_payrolls,-1.746649e-05
durable_orders,-2.0652544e-05
epu_index,-3.683055e-05
t10y2y_spread,-7.4359355e-05
