feature,pinball_degradation
t10y3m_spread,0.0015193266
corp_bond_spread,0.0004774914
nonfarm_payrolls,0.00012477743
unemployment_rate,3.0631665e-05
returns,4.7548674e-06
building_permits,-0.000116126146
hy_ccc_spread,-0.00019862712
durable_orders,-0.00020384858
industrial_production,-0.00030567357
housing_starts,-0.0004332352
capacity_utilization,-0.0005224622
t10y2y_spread,-0.0007201659
consumer_confidence,-0.0008220116
epu_index,-0.0009062856
retail_sales,-0.0010440196
fed_funds,-0.0013842594
pce_price_index,-0.0016459047
