feature,pinball_degradation
durable_orders,1.2163073e-05
consumer_confidence,1.1502998e-05
fed_funds,6.391201e-06
nonfarm_payrolls,5.6782737e-06
t10y3m_spread,1.9683503e-06
returns,-1.53156e-06
retail_sales,-2.7958304e-06
t10y2y_spread,-3.0563679e-06
epu_index,-3.1215604e-06
corp_bond_spread,-5.635433e-06
unemployment_rate,-9.973533e-06
industrial_production,-1.1763303e-05
hy_ccc_spread,-1.3553305e-05
pce_price_index,-1.3950979e-05
building_permits,-1.897267e-05
housing_starts,-1.9205268e-05
capacity_utilization,-3.335974e-05
