feature,pinball_degradation
t10y3m_spread,8.027442e-05
hy_ccc_spread,5.0850213e-05
housing_starts,3.471598e-05
building_permits,2.8734095e-05
returns,2.3900531e-05
corp_bond_spread,1.7540064e-05
durable_orders,1.4028512e-05
industrial_production,1.0158867e-05
unemployment_rate,9.1088e-06
capacity_utilization,8.75257e-06
pce_price_index,4.7436915e-06
nonfarm_payrolls,3.7555583e-06
consumer_confidence,4.9034134e-07
t10y2y_spread,-4.318543e-06
retail_sales,-4.684087e-06
epu_index,-1.2098812e-05
fed_funds,-1.4162157e-05
