feature,pinball_degradation
epu_index,0.00031119306
t10y2y_spread,0.00028348062
capacity_utilization,0.00014235452
hy_ccc_spread,0.00013870094
retail_sales,0.00012527406
t10y3m_spread,8.33855e-05
corp_bond_spread,7.869396e-05
pce_price_index,3.142748e-05
consumer_confidence,1.9886065e-05
nonfarm_payrolls,1.720991e-05
fed_funds,3.1245872e-06
returns,-4.186295e-07
industrial_production,-2.715271e-06
housing_starts,-4.400965e-06
building_permits,-3.2291748e-05
durable_orders,-3.505498e-05
unemployment_rate,-0.000115701
