feature,pinball_degradation
pce_price_index,4.1918014e-05
retail_sales,9.0317335e-06
corp_bond_spread,8.206465e-06
hy_ccc_spread,4.0541636e-06
capacity_utilization,3.8003782e-06
unemployment_rate,2.8740615e-06
epu_index,1.5075784e-06
returns,1.3986137e-06
fed_funds,6.330665e-07
nonfarm_payrolls,3.7858263e-07
industrial_production,-2.0118896e-06
durable_orders,-2.7103815e-06
housing_starts,-3.2337848e-06
consumer_confidence,-3.6479905e-06
t10y2y_spread,-6.0624443e-06
t10y3m_spread,-7.3470874e-06
building_permits,-1.8822495e-05
