feature,pinball_degradation
corp_bond_spread,0.007054735
nonfarm_payrolls,0.0064749457
housing_starts,0.0047248006
retail_sales,0.0027076602
building_permits,0.0023100972
durable_orders,0.0013340674
epu_index,0.0011007376
pce_price_index,0.0010072403
industrial_production,0.00081175566
consumer_confidence,0.00031147897
t10y2y_spread,0.00021642447
returns,8.095056e-06
capacity_utilization,-0.0005741976
hy_ccc_spread,-0.0025119074
fed_funds,-0.0043896697
unemployment_rate,-0.0055830292
t10y3m_spread,-0.005725477
