feature,pinball_degradation
consumer_confidence,6.720377e-05
retail_sales,5.8903825e-05
t10y2y_spread,5.572196e-05
epu_index,5.3492375e-05
hy_ccc_spread,5.3438824e-05
corp_bond_spread,5.2498188e-05
industrial_production,4.3201726e-05
durable_orders,1.870608e-05
fed_funds,1.828745e-05
capacity_utilization,1.7626211e-05
returns,6.0293823e-06
pce_price_index,-1.2423843e-05
housing_starts,-2.569193e-05
building_permits,-2.8284267e-05
t10y3m_spread,-3.0654017e-05
unemployment_rate,-6.668363e-05
nonfarm_payrolls,-8.3627645e-05
