feature,pinball_degradation
fed_funds,0.00048420532
t10y3m_spread,0.0004713782
corp_bond_spread,0.00033051288
consumer_confidence,0.00024066912
epu_index,0.0002123923
capacity_utilization,0.0001848652
t10y2y_spread,5.1426236e-05
returns,1.8855557e-05
industrial_production,9.62941e-06
hy_ccc_spread,-8.606818e-06
housing_starts,-1.550978e-05
unemployment_rate,-0.00026184274
nonfarm_payrolls,-0.0002677003
building_permits,-0.00027599907
durable_orders,-0.0003156783
pce_price_index,-0.0003607946
retail_sales,-0.0005928641
