feature,pinball_degradation
fed_funds,3.6776066e-05
building_permits,3.0629337e-05
housing_starts,2.3696572e-05
epu_index,8.448958e-06
corp_bond_spread,8.33068e-06
retail_sales,1.1902303e-06
returns,3.1106174e-07
pce_price_index,-1.1641532e-06
durable_orders,-1.3401732e-06
consumer_confidence,-2.2714958e-06
nonfarm_payrolls,-2.6933849e-06
t10y2y_spread,-4.2915344e-06
capacity_utilization,-4.9239025e-06
t10y3m_spread,-1.3536774e-05
hy_ccc_spread,-1.5894882e-05
unemployment_rate,-1.9612722e-05
industrial_production,-3.4471974e-05
