feature,pinball_degradation
fed_funds,0.0059678257
t10y2y_spread,0.0036926419
retail_sales,0.0031596422
durable_orders,0.0027281642
housing_starts,0.0024807602
capacity_utilization,0.0023471713
consumer_confidence,0.0023376048
pce_price_index,0.0022087246
t10y3m_spread,0.0016348362
building_permits,0.0016337931
returns,0.00015980005
industrial_production,-0.0012709796
epu_index,-0.0018514991
unemployment_rate,-0.0020053834
nonfarm_payrolls,-0.0021584332
corp_bond_spread,-0.0023885816
hy_ccc_spread,-0.0037876368
