feature,pinball_degradation
hy_ccc_spread,0.00068898685
housing_starts,0.00019895472
corp_bond_spread,0.00016403105
epu_index,0.00011820439
t10y2y_spread,8.358341e-05
industrial_production,6.528199e-05
fed_funds,6.355718e-05
retail_sales,6.173365e-05
consumer_confidence,5.8422796e-05
unemployment_rate,2.659019e-05
t10y3m_spread,4.1415915e-06
returns,-6.744638e-06
pce_price_index,-5.408842e-05
durable_orders,-7.3533505e-05
building_permits,-0.00022577122
capacity_utilization,-0.00023350213
nonfarm_payrolls,-0.00058535114
