feature,pinball_degradation
corp_bond_spread,7.9616206e-05
consumer_confidence,6.9698785e-05
hy_ccc_spread,5.2656746e-05
epu_index,5.2343355e-05
unemployment_rate,3.1287083e-05
capacity_utilization,8.489704e-06
nonfarm_payrolls,5.438458e-06
durable_orders,3.928086e-06
industrial_production,-2.8172508e-07
retail_sales,-2.7636997e-06
pce_price_index,-3.659632e-06
returns,-4.8328657e-06
housing_starts,-9.3767885e-06
fed_funds,-1.5313504e-05
building_permits,-3.291876e-05
t10y2y_spread,-5.6241406e-05
t10y3m_spread,-6.962125e-05
