feature,pinball_degradation
fed_funds,8.404767e-05
hy_ccc_spread,6.052968e-05
t10y2y_spread,2.8984505e-05
retail_sales,8.879579e-06
consumer_confidence,8.280738e-06
epu_index,4.6545174e-06
building_permits,4.242058e-06
corp_bond_spread,3.555091e-06
industrial_production,1.1746306e-06
capacity_utilization,6.732298e-07
nonfarm_payrolls,3.8731378e-07
pce_price_index,-1.4414545e-06
durable_orders,-1.872424e-06
returns,-2.5156187e-06
unemployment_rate,-2.5355257e-06
housing_starts,-5.3043477e-06
t10y3m_spread,-9.978656e-06
