feature,pinball_degradation
industrial_production,3.9675273e-05
fed_funds,1.0524876e-05
durable_orders,8.952804e-06
building_permits,8.9341775e-06
housing_starts,6.740913e-06
t10y2y_spread,4.307367e-06
pce_price_index,4.2971224e-06
returns,2.0768493e-06
retail_sales,-1.03376806e-07
capacity_utilization,-2.924353e-07
unemployment_rate,-2.3720786e-06
epu_index,-9.2200935e-06
consumer_confidence,-9.233132e-06
t10y3m_spread,-9.810552e-06
hy_ccc_spread,-1.5369616e-05
corp_bond_spread,-1.6617589e-05
nonfarm_payrolls,-5.4547563e-05
