feature,pinball_degradation
fed_funds,7.9697e-05
nonfarm_payrolls,5.402509e-05
retail_sales,4.2220578e-05
unemployment_rate,2.781488e-05
housing_starts,1.8812716e-05
t10y3m_spread,1.7197803e-05
consumer_confidence,1.6616657e-05
pce_price_index,1.3914891e-05
returns,-4.656613e-09
capacity_utilization,-6.1336905e-06
durable_orders,-6.678514e-06
industrial_production,-1.017563e-05
building_permits,-1.9572675e-05
t10y2y_spread,-2.6997179e-05
corp_bond_spread,-7.093977e-05
hy_ccc_spread,-7.734727e-05
epu_index,-9.629037e-05
