feature,pinball_degradation
t10y3m_spread,0.0013900287
fed_funds,0.001134742
corp_bond_spread,0.0008109547
building_permits,0.00072984025
nonfarm_payrolls,0.000598792
durable_orders,0.0005622059
epu_index,0.0004619509
pce_price_index,0.0003145449
hy_ccc_spread,0.00026695803
retail_sales,0.00025223568
unemployment_rate,0.00023597851
housing_starts,5.0142407e-05
returns,3.1810254e-05
industrial_production,-1.5705824e-05
capacity_utilization,-5.7071447e-05
t10y2y_spread,-0.0002295021
consumer_confidence,-0.00039296597
