feature,pinball_degradation
consumer_confidence,0.004385531
retail_sales,0.0016100109
industrial_production,0.0013991296
capacity_utilization,0.0012944639
epu_index,0.0012739599
returns,0.00048962235
t10y2y_spread,-0.00040240586
t10y3m_spread,-0.0010483861
pce_price_index,-0.0041734725
durable_orders,-0.0053606927
fed_funds,-0.0075288415
corp_bond_spread,-0.012649968
unemployment_rate,-0.013044745
nonfarm_payrolls,-0.013720304
housing_starts,-0.01473099
hy_ccc_spread,-0.023108736
building_permits,-0.03705126
