feature,pinball_degradation
nonfarm_payrolls,8.769357e-05
capacity_utilization,4.124758e-05
industrial_production,3.969134e-05
corp_bond_spread,3.7935795e-05
pce_price_index,2.574781e-05
t10y3m_spread,2.2610417e-05
retail_sales,1.8473482e-05
epu_index,1.1612894e-05
hy_ccc_spread,1.1523021e-05
housing_starts,8.940464e-06
building_permits,7.868046e-06
fed_funds,1.7606653e-06
unemployment_rate,8.919742e-07
returns,-1.701992e-06
consumer_confidence,-4.776055e-06
durable_orders,-2.1116342e-05
t10y2y_spread,-2.3877481e-05
