feature,pinball_degradation
retail_sales,6.86422e-05
epu_index,5.4318458e-05
capacity_utilization,4.839711e-05
hy_ccc_spread,4.542619e-05
t10y2y_spread,4.3718144e-05
pce_price_index,3.469363e-05
building_permits,2.6430935e-05
consumer_confidence,2.1267682e-05
t10y3m_spread,1.6100705e-05
corp_bond_spread,8.737668e-06
nonfarm_payrolls,6.7688525e-06
housing_starts,3.1720847e-06
returns,1.2051314e-06
fed_funds,-6.2007457e-06
unemployment_rate,-7.070601e-06
industrial_production,-1.9099563e-05
durable_orders,-7.660128e-05
