feature,pinball_degradation
building_permits,6.913708e-05
housing_starts,6.137637e-05
hy_ccc_spread,3.1355885e-05
fed_funds,2.4370267e-05
unemployment_rate,1.3527693e-05
consumer_confidence,8.380623e-06
nonfarm_payrolls,5.1899115e-06
durable_orders,4.218309e-06
corp_bond_spread,3.700261e-06
capacity_utilization,2.2996683e-06
epu_index,2.1629967e-07
returns,-1.8094433e-06
pce_price_index,-2.069748e-06
industrial_production,-6.6513894e-06
t10y3m_spread,-8.642557e-06
retail_sales,-1.1159689e-05
t10y2y_spread,-1.720083e-05
