feature,pinball_degradation
epu_index,2.536585e-05
pce_price_index,5.6972494e-06
fed_funds,4.571746e-06
corp_bond_spread,4.5043416e-06
returns,7.172348e-07
industrial_production,9.5460564e-08
nonfarm_payrolls,-2.2538006e-07
unemployment_rate,-2.8171344e-06
building_permits,-3.1060772e-06
durable_orders,-3.389432e-06
retail_sales,-8.537783e-06
capacity_utilization,-9.697513e-06
housing_starts,-1.1973083e-05
t10y3m_spread,-2.0125066e-05
t10y2y_spread,-2.3055938e-05
hy_ccc_spread,-3.10865e-05
consumer_confidence,-3.557175e-05
