feature,pinball_degradation
t10y3m_spread,6.462773e-05
epu_index,6.1179046e-05
retail_sales,4.586624e-05
t10y2y_spread,2.8419308e-05
housing_starts,1.5418045e-05
returns,-4.9266964e-07
pce_price_index,-6.8182126e-06
industrial_production,-1.2208242e-05
capacity_utilization,-1.4299061e-05
hy_ccc_spread,-1.5071593e-05
nonfarm_payrolls,-2.1771528e-05
corp_bond_spread,-2.4381094e-05
fed_funds,-2.580043e-05
consumer_confidence,-4.3326523e-05
durable_orders,-6.472645e-05
unemployment_rate,-7.936498e-05
building_permits,-9.631971e-05
