feature,pinball_degradation
retail_sales,8.6735e-05
corp_bond_spread,6.516185e-05
industrial_production,4.7847163e-05
unemployment_rate,3.3267774e-05
t10y3m_spread,3.1696633e-05
housing_starts,3.9972365e-06
returns,1.1008233e-06
building_permits,-1.3356097e-05
hy_ccc_spread,-2.2874214e-05
t10y2y_spread,-2.8231181e-05
capacity_utilization,-3.295904e-05
epu_index,-5.2454416e-05
nonfarm_payrolls,-5.3260475e-05
durable_orders,-7.428555e-05
fed_funds,-8.4736384e-05
consumer_confidence,-0.000115368515
pce_price_index,-0.00013176678
