feature,pinball_degradation
epu_index,2.1410524e-05
housing_starts,1.8445891e-05
fed_funds,1.7403625e-05
t10y2y_spread,1.3385783e-05
unemployment_rate,5.153124e-06
building_permits,5.129259e-06
pce_price_index,4.4177286e-06
returns,3.2344833e-06
capacity_utilization,2.8372742e-06
nonfarm_payrolls,-1.5983824e-07
industrial_production,-1.850538e-06
durable_orders,-2.6862836e-06
retail_sales,-1.17318705e-05
consumer_confidence,-1.5825033e-05
corp_bond_spread,-1.8197228e-05
hy_ccc_spread,-2.374861e-05
t10y3m_spread,-3.6821235e-05
