feature,pinball_degradation
corp_bond_spread,7.12988e-05
capacity_utilization,5.2864663e-05
durable_orders,2.8409064e-05
pce_price_index,2.4203677e-05
nonfarm_payrolls,1.4127232e-05
housing_starts,1.41253695e-05
unemployment_rate,1.3826415e-05
fed_funds,1.16713345e-05
industrial_production,1.0345131e-05
epu_index,3.4105033e-06
t10y2y_spread,3.3029355e-06
hy_ccc_spread,2.6123598e-06
building_permits,3.2037497e-07
returns,-1.4761463e-06
retail_sales,-1.0083895e-05
t10y3m_spread,-2.5881454e-05
consumer_confidence,-4.6700705e-05
