feature,pinball_degradation
industrial_production,0.00010812236
retail_sales,8.8430475e-05
capacity_utilization,7.2822906e-05
housing_starts,6.124284e-05
fed_funds,4.5468565e-05
t10y3m_spread,2.9850286e-05
nonfarm_payrolls,2.6636291e-05
unemployment_rate,2.4232548e-05
hy_ccc_spread,2.3880508e-05
consumer_confidence,8.448493e-06
t10y2y_spread,7.0054084e-06
durable_orders,6.4717606e-06
pce_price_index,2.7259812e-06
epu_index,-4.994683e-06
building_permits,-7.3541887e-06
returns,-8.995645e-06
corp_bond_spread,-5.737366e-05
