feature,pinball_degradation
building_permits,0.00031817146
consumer_confidence,0.000280614
t10y2y_spread,9.6179545e-05
housing_starts,5.1973853e-05
t10y3m_spread,4.687952e-05
durable_orders,5.342532e-06
unemployment_rate,4.094094e-06
returns,-3.4440309e-06
corp_bond_spread,-3.7695281e-06
nonfarm_payrolls,-1.222454e-05
industrial_production,-2.2646971e-05
capacity_utilization,-3.880821e-05
retail_sales,-4.8342627e-05
pce_price_index,-5.1856972e-05
fed_funds,-0.00011024531
hy_ccc_spread,-0.00019774958
epu_index,-0.0002999073
