feature,pinball_degradation
corp_bond_spread,5.32486e-05
epu_index,4.8785703e-05
hy_ccc_spread,4.1775405e-05
t10y3m_spread,4.006806e-05
fed_funds,3.77642e-05
consumer_confidence,1.2055971e-05
t10y2y_spread,9.249896e-06
retail_sales,9.160023e-06
unemployment_rate,8.468516e-06
returns,7.6214783e-06
pce_price_index,4.895963e-06
durable_orders,1.8831342e-06
nonfarm_payrolls,-8.64733e-07
building_permits,-2.3364555e-06
industrial_production,-3.3713877e-06
capacity_utilization,-4.872214e-06
housing_starts,-3.2867305e-05
