feature,pinball_degradation
capacity_utilization,4.797883e-05
t10y3m_spread,2.0734267e-05
t10y2y_spread,1.7713988e-05
fed_funds,6.5643108e-06
industrial_production,3.9627776e-07
pce_price_index,3.1420495e-07
nonfarm_payrolls,-1.6109552e-06
epu_index,-2.0468142e-06
unemployment_rate,-2.9210933e-06
hy_ccc_spread,-3.4340192e-06
returns,-4.25952e-06
retail_sales,-5.204347e-06
building_permits,-6.957096e-06
consumer_confidence,-9.260839e-06
durable_orders,-9.374227e-06
corp_bond_spread,-9.447453e-06
housing_starts,-3.475952e-05
