feature,pinball_degradation
corp_bond_spread,0.0011139179
industrial_production,0.0007467328
pce_price_index,0.0005319207
unemployment_rate,0.00011511892
t10y2y_spread,0.00010968838
consumer_confidence,6.0897088e-05
housing_starts,6.024982e-05
nonfarm_payrolls,5.886471e-05
fed_funds,1.4937017e-05
returns,1.3918383e-05
hy_ccc_spread,-3.5098987e-05
t10y3m_spread,-6.408151e-05
retail_sales,-7.011299e-05
durable_orders,-7.731863e-05
epu_index,-8.603651e-05
capacity_utilization,-0.00011991337
building_permits,-0.000251784
