feature,pinball_degradation
housing_starts,0.0010697022
durable_orders,0.0005835667
returns,0.00011353195
fed_funds,1.5050173e-06
nonfarm_payrolls,-7.2553754e-05
consumer_confidence,-0.00017850101
t10y3m_spread,-0.00019774586
epu_index,-0.0002925843
unemployment_rate,-0.0004420951
retail_sales,-0.00044678152
t10y2y_spread,-0.00050221384
capacity_utilization,-0.0005221218
industrial_production,-0.000563696
building_permits,-0.0007527843
pce_price_index,-0.0007759705
hy_ccc_spread,-0.000851132
corp_bond_spread,-0.0009075478
