feature,pinball_degradation
hy_ccc_spread,5.6155026e-05
corp_bond_spread,5.229935e-05
building_permits,4.9056485e-05
t10y2y_spread,4.6992674e-05
pce_price_index,1.810491e-05
consumer_confidence,1.2772158e-05
unemployment_rate,1.2237579e-05
retail_sales,3.9134175e-06
housing_starts,2.5480986e-06
nonfarm_payrolls,9.0524554e-07
durable_orders,-1.8142164e-06
returns,-1.95764e-06
industrial_production,-4.3027103e-06
capacity_utilization,-1.5731901e-05
epu_index,-2.1841377e-05
t10y3m_spread,-3.7048012e-05
fed_funds,-5.827099e-05
