feature,pinball_degradation
unemployment_rate,2.7232803e-05
t10y2y_spread,2.503139e-05
capacity_utilization,2.372195e-05
nonfarm_payrolls,2.326374e-05
fed_funds,1.3346784e-05
durable_orders,7.952796e-06
t10y3m_spread,7.2538387e-06
returns,-2.3802277e-06
housing_starts,-2.6058406e-06
pce_price_index,-5.6028366e-06
retail_sales,-5.789334e-06
hy_ccc_spread,-1.0956312e-05
epu_index,-1.3628742e-05
building_permits,-1.4151679e-05
consumer_confidence,-1.5209196e-05
corp_bond_spread,-1.5806174e-05
industrial_production,-1.6758218e-05
